,essay_id,essay_set,essay,final_score,clean_essay,char_count,word_count,sent_count,avg_word_len,spell_err_count,noun_count,adj_count,verb_count,adv_count
10,11,5,The mood that the author creates in this story is a sad mood But it is also the guy in it is getting a new Home and a new Life His parents,2,The mood author creates story sad mood But also guy getting new Home new Life His parents,107,32,1,3.34375,0,8,5,3,1
11,12,5,"The mood in the memoir that the author creates is a very warm and relaxed sort of mood. The way the author tells you about his parents; the selflessness and the way they put their kids first before themselves really just makes you think about your own parents and how good they are to you and what they would do for you. The way the author talks about his home makes you think of all the colors in the house. I think that the house would be a golden â red color yellow, white, brown and orange on the insides. It reminds me of the way they would have cooked. They would have cooked with colorful peppers, onions, tortillas and oils. It makes you think about what colors you have in your home and what you would cook with. The music sounds wonderful. Even though they don't demonstrate what it actually sounds like, you can easily imagine it. I imagine it laying in the background while all the adults are cooking and the kids are playing in colorful rooms with the golden sunlight shining in through an open window. I love the mood that this memoir puts me in.",2,The mood memoir author creates warm relaxed sort mood  The way author tells parents  selflessness way put kids first really makes think parents good would  The way author talks home makes think colors house  I think house would golden  red color yellow  white  brown orange insides  It reminds way would cooked  They would cooked colorful peppers  onions  tortillas oils  It makes think colors home would cook  The music sounds wonderful  Even though nt demonstrate actually sounds like  easily imagine  I imagine laying background adults cooking kids playing colorful rooms golden sunlight shining open window  I love mood memoir puts ,843,199,11,4.236180904522613,8,40,34,13,7
12,13,5,"The mood of the memoir is very upbeat, happy mood of how Grew up in Newark, New Jersey in a very Cuban family and tells the story of how Narciso went through his childhood. This memoir really emphasizes the connection and love that Narciso had with his parents and his home. It kind of makes you think that there is more to a house than just walls and a ceiling and that maybe it's part of a family.",2,The mood memoir upbeat  happy mood Grew Newark  New Jersey Cuban family tells story Narciso went childhood  This memoir really emphasizes connection love Narciso parents home  It kind makes think house walls ceiling maybe s part family ,316,79,3,4.0,4,22,9,5,6
13,14,5,"Describe the mood by the author in the memoir. the mood by the athor in the memoir. Is that she had a hard time grow up because her parent's keep on movieing. bay the age of twent-seven year old. Narciso Rodriguez liveing with her family she live in a one apratment room, When she was growing up there were racism were she was growing up. When she was growing up her mother and father taught her how to cook, and the number one thing she learned is how to love some one",2,Describe mood author memoir  mood athor memoir  Is hard time grow parent s keep movieing  bay age twentseven year old  Narciso Rodriguez liveing family live one apratment room  When growing racism growing  When growing mother father taught cook  number one thing learned love one,369,94,6,3.925531914893617,7,24,19,2,5
14,15,5,"The mood created by the author in the memoir was happy, enjoyable, and worth living. I say happy because they had family to be with, and other friends to help them if anything. I say enjoyable because the author talks about how they (main character) had the first birthday and first friend. I would enjoy all my birthdays if I was that person and also my first friend. I also said worth living because they had food on their table everyday. And nothing in the memoir said anything about struggling. This is why I explain the mood as happy, enjoyable, and worth living.",5,The mood created author memoir happy  enjoyable  worth living  I say happy family  friends help anything  I say enjoyable author talks  main character  first birthday first friend  I would enjoy birthdays I person also first friend  I also said worth living food table everyday  And nothing memoir said anything struggling  This I explain mood happy  enjoyable  worth living ,452,103,7,4.388349514563107,0,24,16,14,2
15,16,5,"The mood created by the author in this memoir was very loving and caring for their friends, family and everyone around them, for example it says how his mom would always keep the door open for whoever was going through a rough time or untill they were back on their feet because she knew they would do the same for her and her family. Also the mood is very thankful since Narciso admires everything that he's done in life and who he's helped out and he's thankful for all the friends he has and the care they have for him and his family and he thanks every oppertunity he gets in life. The mood also shows how that somthing small can turn out to be big on the inside because Narciso has done so much just from the small place he lives in.",5,The mood created author memoir loving caring friends  family everyone around  example says mom would always keep door open whoever going rough time untill back feet knew would family  Also mood thankful since Narciso admires everything s done life s helped s thankful friends care family thanks every oppertunity gets life  The mood also shows somthing small turn big inside Narciso done much small place lives ,588,146,3,4.027397260273973,7,26,28,10,10
16,17,5,"In this memoir, the author creates a mood. The mood is love. The author loves his parents for all the things they sacraficed to come to He really appreciates everything they've done for him and he is really grateful.The author describes the ""warmth"" of his kitchen. How it's filled with love and culture. The great aroma of their parents cooking and the music from his culture, he loves it.The author also describes how his family is close, and their friends to. The love that they got for each other. The memoir says ""My parents always kept their arms and their door open to the many people we consider family, knowing that they would do the same for us."" they considered people who weren't really family... Family. They helped each other out, family and friends, that's what creates the mood to be love.@CAPS1, in this memoir, the author creates a mood and its LOVE.",10,In memoir  author creates mood  The mood love  The author loves parents things sacraficed come He really appreciates everything ve done really gratefulThe author describes  warmth  kitchen  How s filled love culture  The great aroma parents cooking music culture  loves itThe author also describes family close  friends  The love got  The memoir says  My parents always kept arms door open many people consider family  knowing would us   considered people nt really family  Family  They helped  family friends  s creates mood love   CAPS  memoir  author creates mood LOVE ,684,160,10,4.275,2,38,33,6,6
17,18,5,"The author of this memoir created a mood about family. ""They came selflessly, as many immigrants do, to give their children a better life, even though it meant leaving behind their families, friends, and careers in the country the loved,"" this quote tells that the mood created by the author makes the reader realize how hard their pareents work to give their children a better life and education. ""It was here where I learned the real definition of ""family"","" this also makes the reader feel like there is a lot more to a family then what it seem. That family gives one life and teaches love. ""I will never forget how my parents turned this simple house into a home,"" this quote tells that home is not just a place where one live, but that it is about relationships that are created there. These were some of the moods created by the author in the memoir.",8,The author memoir created mood family   They came selflessly  many immigrants  give children better life  even though meant leaving behind families  friends  careers country loved   quote tells mood created author makes reader realize hard pareents work give children better life education   It I learned real definition  family    also makes reader feel like lot family seem  That family gives one life teaches love   I never forget parents turned simple house home   quote tells home place one live  relationships created  These moods created author memoir ,678,156,6,4.346153846153846,3,39,29,7,9
18,19,5,"The mood created by this author is clearly greatfull. The author shows how he (narciso) could never stop saying thank you. He honestly loved the feeling his mom and dad made him have, and all thengs they did for him. By what the parents did by moving into a place to call home for Narciso made his mood forever endlessly greatful. By Narciso's mood being greatful I mean endlessly thankful for all that he has thanks to his parents. In this short autobiography, Narciso creats the reader to feel, and know he is happy with the life he has. As this short story creats the mood of being greatful. You understand how he feels as you read many times through out this article, ""I will always be greatfull to my parents...""",5,The mood created author clearly greatfull  The author shows  narciso  could never stop saying thank  He honestly loved feeling mom dad made  thengs  By parents moving place call home Narciso made mood forever endlessly greatful  By Narciso s mood greatful I mean endlessly thankful thanks parents  In short autobiography  Narciso creats reader feel  know happy life  As short story creats mood greatful  You understand feels read many times article   I always greatfull parents  ,568,132,8,4.303030303030303,15,24,29,10,8
19,20,5,"The mood set by the author in the memoir is a home is home kind of mood, like a great family, great friendships/relationships and open arms kind of feeling. He mentions the fact that his parents always helped friends and family in need and how selfless they were towards other people. He talks about how him and his family used to come together and have meals as a family. He says he is grateful for the spirit an generosity given to him by his parents at a young age. He gives the reader a sence of comfort and generosity and he thanks his family deeply for expressing spirit, generosity and selflessnes to people.",5,The mood set author memoir home home kind mood  like great family  great friendshipsrelationships open arms kind feeling  He mentions fact parents always helped friends family need selfless towards people  He talks family used come together meals family  He says grateful spirit generosity given parents young age  He gives reader sence comfort generosity thanks family deeply expressing spirit  generosity selflessnes people ,494,114,5,4.333333333333333,3,35,17,8,2
20,21,5,"The mood created by the author in the memoir is grateful, joyful, and loving. The mood is grateful because the author's parents were such wonderful people, that made the author look up to them. The author even says, ""I will always be grateful to my parents for their love and sacrifice. The mood is also joyful because, although the author lived in just a simple house, inside, there was always music and he was influenced by his culture. ""Passionate Cuban music (which I adore to this day) filled the air, mixing with the aromas of the kitchen."" After all a house is only a ""home"" if you feel welcome and love, and that is exactly how the author felt. Lastly, the mood is loving because in his home, his parents welcomed anyone who needed help. Example from the memoir is, ""My parents kept their arms and their door open to the many people we consider family, knowing that they would do the same for us."" Over all, the author kept the mood lively and definitely happy, although the happiness went on through difficult times like segregation.",10,The mood created author memoir grateful  joyful  loving  The mood grateful author s parents wonderful people  made author look  The author even says   I always grateful parents love sacrifice  The mood also joyful  although author lived simple house  inside  always music influenced culture   Passionate Cuban music  I adore day  filled air  mixing aromas kitchen   After house  home  feel welcome love  exactly author felt  Lastly  mood loving home  parents welcomed anyone needed help  Example memoir   My parents kept arms door open many people consider family  knowing would us   Over  author kept mood lively definitely happy  although happiness went difficult times like segregation ,823,187,9,4.401069518716578,2,45,33,14,11
21,22,5,"In the memoir, the author created a very upbeat mood. He clearly is very grateful for his family, and had a happy childhood. He pointed out the parts of his home and situation that could have been negitive for him while growing up, but then he cancelled those negitive things out by noting the positive aspects of each situation. For example, in the memoir he wrote about how his family had immigrated to the United States, and how they had good jobs in Cuba, but then had to start all over with low-paying jobs once they got here. He said that this was hard for them, but he found a positive way to look at the situation. He did this by writing about how his parent's situation taught them and him to always work hard, and never give up. So overall, he made what could have been a depressing story, have an upbeat and happy mode. He even made the story teach you a lesson about hard work and the importance of family and giving to others.",5,In memoir  author created upbeat mood  He clearly grateful family  happy childhood  He pointed parts home situation could negitive growing  cancelled negitive things noting positive aspects situation  For example  memoir wrote family immigrated United States  good jobs Cuba  start lowpaying jobs got  He said hard  found positive way look situation  He writing parent s situation taught always work hard  never give  So overall  made could depressing story  upbeat happy mode  He even made story teach lesson hard work importance family giving others ,743,179,8,4.150837988826815,6,34,32,14,16
22,23,5,"The mood created by the author of the memoir is cozy and family oriented. From the very beginning, the author describes the home as more of a way of life than a physical space. The author's ""parents created our traditional Cuban home, part of which was the kitchen"" (@NUM1). Here, the home is described even more as a part of the family, less is a building. To enhance the feeling of family, the author includes stories of hospitality: ""My parents always kept their arms and their door to the many people he considered family"" (@NUM2). Hospitality is one of the best qualities you need to make a house a home and the author really stretches that. The mood created by the author of the memoir is cozy and family oriented.",5,The mood created author memoir cozy family oriented  From beginning  author describes home way life physical space  The author s  parents created traditional Cuban home  part kitchen    NUM   Here  home described even part family  less building  To enhance feeling family  author includes stories hospitality   My parents always kept arms door many people considered family    NUM   Hospitality one best qualities need make house home author really stretches  The mood created author memoir cozy family oriented ,567,131,7,4.32824427480916,6,42,21,7,6
23,24,5,"The author, Narciso Rodriguez, creates a very happy mood in his memoir. One reason the mood is happy is because of the setting. Narciso describes his house and says, ""Here, the innocence of childhood, the congregation of family and friends, and endless celebrations that encompassed both, formed the back-drop to life in our warm home."" The author describes a home filled with many good friends and good memories. Anothe reason is how grateful the author sounds. It says, ""They came selflessly, as many immigrants do, to give their children a better life, even though it meant leaving behind their families, friends, and careers in the country they loved."" While they had to leave everything behind they did it for their kids and for a new life. The author is happy that they did. Also, the author credits the house with giving him a family. says, ""It was here that I learned the real definition of the word 'family.' And for this, I will be forever grateful."" learned a lot in this house and is very happy for that. In Narciso Rodriguez's memoir creates a very happy mood.",10,The author  Narciso Rodriguez  creates happy mood memoir  One reason mood happy setting  Narciso describes house says   Here  innocence childhood  congregation family friends  endless celebrations encompassed  formed backdrop life warm home   The author describes home filled many good friends good memories  Anothe reason grateful author sounds  It says   They came selflessly  many immigrants  give children better life  even though meant leaving behind families  friends  careers country loved   While leave everything behind kids new life  The author happy  Also  author credits house giving family  says   It I learned real definition word family   And  I forever grateful   learned lot house happy  In Narciso Rodriguez s memoir creates happy mood ,848,189,13,4.4867724867724865,8,49,32,17,10
24,25,5,"Based on this memoir, the mood created by the author it's a great mood unexplainable. in this article talks about a young man named and how his life was from then and now. for example, on paragraph says he will always be grateful to his parents for their love and sacrifices. and how he had always told them that what they did was a much more courageous thing that I could have ever done. Also, how Cuban music was so passionate, adored so much, and how his parents turned a simple house into a home. therefore, this is the mood created by the author.",5,Based memoir  mood created author s great mood unexplainable  article talks young man named life  example  paragraph says always grateful parents love sacrifices  always told much courageous thing I could ever done  Also  Cuban music passionate  adored much  parents turned simple house home  therefore  mood created author ,435,105,6,4.142857142857143,1,19,19,9,11
25,26,5,"The mood created by Narciso Rodriguez was happy and thankful. His parents taught him many things about their cuban back ground, like cooking and music. His parents gave up many things to comfort Narciso and make him at home. ""I will always be grateful to my parents for their love and sacrifice."" His parents turned their house into a home for other People as well. ""My parents always kept their Arms and door open to the many people we considered family."" Narciso's parents would take in anybody that needed a place to stay until they got back on their feet. Narciso's parents were very loving to the community and help out as much as the could in making that place at home.",5,The mood created Narciso Rodriguez happy thankful  His parents taught many things cuban back ground  like cooking music  His parents gave many things comfort Narciso make home   I always grateful parents love sacrifice   His parents turned house home People well   My parents always kept Arms door open many people considered family   Narciso s parents would take anybody needed place stay got back feet  Narciso s parents loving community help much could making place home ,539,124,8,4.346774193548387,5,37,18,8,10
26,27,5,"In the memoir Narciso Rodriguez the author creates a serious, happy and thankful mood. The author was serious to the point where his family had to go through economic and personal problems. However, the author was happy how they lived in a friendly and unified neighborhood with other immigrant from different countrys. The author showed thankfulness because his parents worked so hard to give him a new life. The memoir showed a good mood as well as a accurate portrait of the athour childhood.",5,In memoir Narciso Rodriguez author creates serious  happy thankful mood  The author serious point family go economic personal problems  However  author happy lived friendly unified neighborhood immigrant different countrys  The author showed thankfulness parents worked hard give new life  The memoir showed good mood well accurate portrait athour childhood ,405,84,5,4.821428571428571,5,22,10,15,4
27,28,5,mood was happy and greatful. was grateful was because he had his family together and his mom and dad were open house with the culture. He was happy because his life was better thae it would have been if they stayed in Cuba. That was mood.,2,mood happy greatful  grateful family together mom dad open house culture  He happy life better thae would stayed Cuba  That mood ,189,46,4,4.108695652173913,3,11,11,5,1
28,29,5,"In Narciso Rodriguez's memoir, the mood and feeling of her home and comunity is a happy and heartwarming situation. Most people who would live in a tiny apartment in the city would say that it was to small and cramped, while they wished for a mansion on the ocean, but Narciso was perfectly happy being in that environment. The way she described it, there were always great smells, wounderful music, and great people around all of the time. Narciso said the man people who contributed the most to her wounderful experience in New Jersey were her parents. They supported and cared for her at the same time they were strugling for money. They never showed sadness and they loved and cared for her. Even though Narciso lived in a small apartment in the city, she and her family show that you can make the best out of any situation.",8,In Narciso Rodriguez s memoir  mood feeling home comunity happy heartwarming situation  Most people would live tiny apartment city would say small cramped  wished mansion ocean  Narciso perfectly happy environment  The way described  always great smells  wounderful music  great people around time  Narciso said man people contributed wounderful experience New Jersey parents  They supported cared time strugling money  They never showed sadness loved cared  Even though Narciso lived small apartment city  family show make best situation ,665,150,7,4.433333333333334,10,35,25,12,5
29,30,5,"In the memoir it talks about making a house a home and a community, your family. ""Growing up in this enviroment instilled in me a great sense that ""Family"" had nothing to do with being a blood relative"" (par paragraph goes onto talk about how growing up with Italian, Spanish, and Cuban cultures in one community, with all differences aside made the community into a family. Rodriguez talks very warmly, and with only good things to say about his childhood.the mood of the memoir is Rodriguez remembering his culture filled childhood. ""I learned the real definition of ""family"". And for this, I will never forget that house or its gracious neighborhood or the many things I learned there about how to love"" (par seven) The memoir is a dedication to his life and a reflection of all the experiences had within his family. He writes his memoirs in loving spirits dedicating his knowledge of a ""family"" to his own.",10,In memoir talks making house home community  family   Growing enviroment instilled great sense  Family  nothing blood relative   par paragraph goes onto talk growing Italian  Spanish  Cuban cultures one community  differences aside made community family  Rodriguez talks warmly  good things say childhoodthe mood memoir Rodriguez remembering culture filled childhood   I learned real definition  family   And  I never forget house gracious neighborhood many things I learned love   par seven  The memoir dedication life reflection experiences within family  He writes memoirs loving spirits dedicating knowledge  family  ,727,160,6,4.54375,5,44,23,9,7
30,31,5,"In the memoir ""@PERSON1 Rodriguez"" from Home: The Blueprints of Our Lives by the mood is a very important part of the story. The mood in this memoir is definiatley thankfulness. The first reason for why the mood of this story is thankfulness is because is thankful for his Cuban heritage. shows his love for his heritage by stating ""My parents both shared cooking duties and unwittingly passed on to me their rich culinary skills"". is very thankful that he has these skills from his great culture. The second reason that the mood of this memoir is thankfulness is that the author is thankful for his home. ""...Formed the backdrop to life in our warm home"", writes in his memoir. This quote shows that is thankful for a nice place to call his home. the final reason that the mood of this memoir is thankfulness is that the author is thankful for his hardworking parents. ""I've often told them of my admiration for their strength and perseverance, and i've thank them repeatedly"", he comments. This undoubtably shows the author's great respect for his parents and all they have to offer for him to be happy and healthy. Thankfulness is a mood that suits this memoir very well, and the pride and gratefulness that the author shows for his heritage, home, and parents is wonderful.",10,In memoir   PERSON Rodriguez  Home  The Blueprints Our Lives mood important part story  The mood memoir definiatley thankfulness  The first reason mood story thankfulness thankful Cuban heritage  shows love heritage stating  My parents shared cooking duties unwittingly passed rich culinary skills   thankful skills great culture  The second reason mood memoir thankfulness author thankful home    Formed backdrop life warm home   writes memoir  This quote shows thankful nice place call home  final reason mood memoir thankfulness author thankful hardworking parents   I ve often told admiration strength perseverance  ve thank repeatedly   comments  This undoubtably shows author s great respect parents offer happy healthy  Thankfulness mood suits memoir well  pride gratefulness author shows heritage  home  parents wonderful ,1020,227,12,4.493392070484582,15,64,33,21,8
31,32,5,"The mood created by the author in ""Narciso Rodriguez""is very calm and happy. The author This very calm and cool. There are no loud or emphasized parts. It is also very happy. It describes a family growing and getting to love each other. Also frends and more family having happy times having celebrations. The happiest line was the last, ""I will never forget how my parents turned this simple little house into a home."" It also has a very loving tone to it. Anything about a family coming together is loving.",8,The mood created author  Narciso Rodriguez  calm happy  The author This calm cool  There loud emphasized parts  It also happy  It describes family growing getting love  Also frends family happy times celebrations  The happiest line last   I never forget parents turned simple little house home   It also loving tone  Anything family coming together loving ,403,92,9,4.380434782608695,3,17,19,13,10
32,33,5,"The author could have put alot of different types of mood in the memoir. I think that the mood of the memoir is happy, greatful and appreciated. I said happy because he talks about every thing he does and how he enjoys it I said greate because he is always thanking his parents and he admires them. He admires them because thy have comed last to the good life and they do everything in their power to have a good life. An he appreciates him because of the same thing I said before he admires them and always thank them for what they have done to her. This is the mood the authors has toward writting the story.",5,The author could put alot different types mood memoir  I think mood memoir happy  greatful appreciated  I said happy talks every thing enjoys I said greate always thanking parents admires  He admires thy comed last good life everything power good life  An appreciates thing I said admires always thank done  This mood authors toward writting story ,486,118,6,4.11864406779661,6,19,27,8,2
33,34,5,"In Narciso's memoir, I feel joy. I feel joy because Narciso's parents were able to survive. They came to ""without any knowledge of the language or culture."" immigrant families do not get on there feet right away and they did, within a year they went from a room apartment to a room appartment.Joy came to my mind also because they had welcoming arms to there family. People today are losing there jobs & homes and they have nobody to go to, but the Rodriguez family had a place to go. ""Countless extaded family members came & went- and there was often someone staying with us temporarily until they were able to get back on their feet. My parents always kept their arms & their door open to the many people we considered family, knowing that they would do the same for us.""",8,In Narciso s memoir  I feel joy  I feel joy Narciso s parents able survive  They came  without knowledge language culture   immigrant families get feet right away  within year went room apartment room appartmentJoy came mind also welcoming arms family  People today losing jobs  homes nobody go  Rodriguez family place go   Countless extaded family members came  went often someone staying us temporarily able get back feet  My parents always kept arms  door open many people considered family  knowing would us  ,610,142,7,4.295774647887324,5,37,31,6,10
